=============================
Job ID:       599228
Array Task:   12
Node:         evc20
GPU:          0
Start time:   Tue Apr 28 15:19:11 EDT 2026
=============================
Running: PCP HetNet r=1.5 s=3/i=3 --discrete
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7125 reward_global_std=0.1629
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6703 reward_min=-1.0292 reward_max=-0.3750
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6702 reward_min=-1.0274 reward_max=-0.3750
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6702 reward_min=-1.0257 reward_max=-0.3754
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8062 reward_min=-1.3902 reward_max=-0.3679
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7199 reward_global_std=0.1674
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6694 reward_min=-1.1219 reward_max=-0.3663
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6693 reward_min=-1.1222 reward_max=-0.3662
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6693 reward_min=-1.1223 reward_max=-0.3668
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8038 reward_min=-1.4925 reward_max=-0.3525
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7212 reward_global_std=0.1728
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6686 reward_min=-1.1838 reward_max=-0.3909
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6685 reward_min=-1.1850 reward_max=-0.3908
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6685 reward_min=-1.1865 reward_max=-0.3907
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7798 reward_min=-1.5900 reward_max=-0.3510
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7108 reward_global_std=0.1602
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6944 reward_min=-1.1271 reward_max=-0.4144
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6944 reward_min=-1.1286 reward_max=-0.4144
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6944 reward_min=-1.1295 reward_max=-0.4142
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7916 reward_min=-1.4060 reward_max=-0.3118
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7302 reward_global_std=0.1659
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6873 reward_min=-0.9878 reward_max=-0.4142
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6872 reward_min=-0.9876 reward_max=-0.4139
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6872 reward_min=-0.9871 reward_max=-0.4141
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8083 reward_min=-1.2760 reward_max=-0.3353
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7334 reward_global_std=0.1595
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6662 reward_min=-1.0755 reward_max=-0.4132
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6661 reward_min=-1.0762 reward_max=-0.4125
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6663 reward_min=-1.0777 reward_max=-0.4116
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7753 reward_min=-1.3755 reward_max=-0.3153
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7064 reward_global_std=0.1653
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6749 reward_min=-0.9325 reward_max=-0.4010
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6749 reward_min=-0.9322 reward_max=-0.4012
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6748 reward_min=-0.9315 reward_max=-0.4009
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7690 reward_min=-1.3292 reward_max=-0.2847
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7072 reward_global_std=0.1588
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6752 reward_min=-0.9837 reward_max=-0.3837
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6751 reward_min=-0.9845 reward_max=-0.3835
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6750 reward_min=-0.9845 reward_max=-0.3830
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7838 reward_min=-1.4067 reward_max=-0.2991
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7120 reward_global_std=0.1662
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6548 reward_min=-1.0468 reward_max=-0.3768
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6547 reward_min=-1.0456 reward_max=-0.3764
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6546 reward_min=-1.0441 reward_max=-0.3753
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7547 reward_min=-1.2430 reward_max=-0.3798
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.6866 reward_global_std=0.1478
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6716 reward_min=-1.0977 reward_max=-0.3629
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6716 reward_min=-1.0989 reward_max=-0.3635
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6715 reward_min=-1.1000 reward_max=-0.3641
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7839 reward_min=-1.4448 reward_max=-0.3419
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7116 reward_global_std=0.1636
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6797 reward_min=-0.9701 reward_max=-0.3640
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6796 reward_min=-0.9703 reward_max=-0.3636
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6795 reward_min=-0.9706 reward_max=-0.3641
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7682 reward_min=-1.3411 reward_max=-0.3833
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7091 reward_global_std=0.1590
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6736 reward_min=-1.0243 reward_max=-0.3006
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6738 reward_min=-1.0243 reward_max=-0.2998
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6740 reward_min=-1.0237 reward_max=-0.2988
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7831 reward_min=-1.3952 reward_max=-0.3793
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7147 reward_global_std=0.1566
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6808 reward_min=-0.9695 reward_max=-0.3887
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6810 reward_min=-0.9712 reward_max=-0.3880
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6810 reward_min=-0.9732 reward_max=-0.3873
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7949 reward_min=-1.3640 reward_max=-0.2640
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7248 reward_global_std=0.1700
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6906 reward_min=-1.0650 reward_max=-0.4052
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6906 reward_min=-1.0651 reward_max=-0.4036
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6906 reward_min=-1.0649 reward_max=-0.4026
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8021 reward_min=-1.3502 reward_max=-0.3479
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7318 reward_global_std=0.1608
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6689 reward_min=-1.1177 reward_max=-0.2990
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6689 reward_min=-1.1198 reward_max=-0.2997
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6688 reward_min=-1.1218 reward_max=-0.3003
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7677 reward_min=-1.3998 reward_max=-0.3571
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7049 reward_global_std=0.1590
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6721 reward_min=-1.1078 reward_max=-0.3509
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6721 reward_min=-1.1077 reward_max=-0.3500
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6721 reward_min=-1.1074 reward_max=-0.3494
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7807 reward_min=-1.2891 reward_max=-0.2492
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7137 reward_global_std=0.1603
[HetNet] iter=380/1500 steps=97280/384000 | pi_s=-0.0000 pi_i=-0.0000 v=151.0125 ent_s=1.607 ent_i=1.596 ret=-56.770 ev_s_post=0.053 ev_i_post=0.052 r_s=1.000 r_i=1.000 
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6737 reward_min=-1.0064 reward_max=-0.3802
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6736 reward_min=-1.0066 reward_max=-0.3809
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6735 reward_min=-1.0069 reward_max=-0.3824
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7781 reward_min=-1.2859 reward_max=-0.4112
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7119 reward_global_std=0.1689
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6756 reward_min=-1.0485 reward_max=-0.4019
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6755 reward_min=-1.0481 reward_max=-0.4013
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6757 reward_min=-1.0473 reward_max=-0.4012
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7854 reward_min=-1.3229 reward_max=-0.4019
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7161 reward_global_std=0.1605
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6752 reward_min=-1.0951 reward_max=-0.3530
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6751 reward_min=-1.0959 reward_max=-0.3529
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6751 reward_min=-1.0965 reward_max=-0.3522
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7960 reward_min=-1.2907 reward_max=-0.3741
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7179 reward_global_std=0.1684
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6819 reward_min=-1.0214 reward_max=-0.4807
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6819 reward_min=-1.0222 reward_max=-0.4806
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6819 reward_min=-1.0227 reward_max=-0.4800
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8036 reward_min=-1.3601 reward_max=-0.3551
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7303 reward_global_std=0.1716
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6874 reward_min=-1.1301 reward_max=-0.4147
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6874 reward_min=-1.1285 reward_max=-0.4141
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6874 reward_min=-1.1256 reward_max=-0.4141
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7920 reward_min=-1.3483 reward_max=-0.3408
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7260 reward_global_std=0.1652
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6859 reward_min=-1.0116 reward_max=-0.3751
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6859 reward_min=-1.0118 reward_max=-0.3767
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6858 reward_min=-1.0120 reward_max=-0.3784
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8003 reward_min=-1.3836 reward_max=-0.3372
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7247 reward_global_std=0.1756
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6734 reward_min=-1.0258 reward_max=-0.3511
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6729 reward_min=-1.0263 reward_max=-0.3527
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6728 reward_min=-1.0272 reward_max=-0.3539
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7899 reward_min=-1.4336 reward_max=-0.3286
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7129 reward_global_std=0.1759
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6819 reward_min=-0.9965 reward_max=-0.3620
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6818 reward_min=-0.9973 reward_max=-0.3625
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6817 reward_min=-0.9983 reward_max=-0.3627
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8000 reward_min=-1.2967 reward_max=-0.3924
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7252 reward_global_std=0.1612
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6901 reward_min=-1.0873 reward_max=-0.4396
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6900 reward_min=-1.0867 reward_max=-0.4398
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6899 reward_min=-1.0851 reward_max=-0.4395
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7674 reward_min=-1.4108 reward_max=-0.3066
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7131 reward_global_std=0.1662
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6669 reward_min=-1.0337 reward_max=-0.4258
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6668 reward_min=-1.0345 reward_max=-0.4260
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6670 reward_min=-1.0352 reward_max=-0.4266
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7712 reward_min=-1.2840 reward_max=-0.3421
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7047 reward_global_std=0.1645
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6711 reward_min=-0.9620 reward_max=-0.3904
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6712 reward_min=-0.9612 reward_max=-0.3903
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6711 reward_min=-0.9599 reward_max=-0.3894
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7627 reward_min=-1.3437 reward_max=-0.4294
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7020 reward_global_std=0.1590
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6795 reward_min=-1.0549 reward_max=-0.3878
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6792 reward_min=-1.0552 reward_max=-0.3880
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6792 reward_min=-1.0561 reward_max=-0.3889
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7775 reward_min=-1.3707 reward_max=-0.3219
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7154 reward_global_std=0.1652
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6740 reward_min=-1.0294 reward_max=-0.4010
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6739 reward_min=-1.0304 reward_max=-0.4013
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6739 reward_min=-1.0319 reward_max=-0.4010
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7687 reward_min=-1.3252 reward_max=-0.3625
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7068 reward_global_std=0.1612
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6821 reward_min=-1.0574 reward_max=-0.3409
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6820 reward_min=-1.0579 reward_max=-0.3419
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6819 reward_min=-1.0592 reward_max=-0.3427
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7485 reward_min=-1.3747 reward_max=-0.4081
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7017 reward_global_std=0.1573
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6732 reward_min=-1.0789 reward_max=-0.4009
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6732 reward_min=-1.0794 reward_max=-0.4008
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6731 reward_min=-1.0800 reward_max=-0.4009
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7679 reward_min=-1.4192 reward_max=-0.3561
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7074 reward_global_std=0.1634
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6675 reward_min=-0.9648 reward_max=-0.2686
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6675 reward_min=-0.9650 reward_max=-0.2684
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6674 reward_min=-0.9655 reward_max=-0.2685
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7844 reward_min=-1.2657 reward_max=-0.3213
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7111 reward_global_std=0.1607
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6761 reward_min=-1.0156 reward_max=-0.3936
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6760 reward_min=-1.0168 reward_max=-0.3942
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6760 reward_min=-1.0180 reward_max=-0.3953
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7647 reward_min=-1.3083 reward_max=-0.2779
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7065 reward_global_std=0.1653
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6815 reward_min=-1.0244 reward_max=-0.4024
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6814 reward_min=-1.0247 reward_max=-0.4020
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6813 reward_min=-1.0242 reward_max=-0.4013
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7772 reward_min=-1.4429 reward_max=-0.2952
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7117 reward_global_std=0.1669
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6853 reward_min=-1.0349 reward_max=-0.4170
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6852 reward_min=-1.0337 reward_max=-0.4167
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6851 reward_min=-1.0319 reward_max=-0.4163
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7721 reward_min=-1.2718 reward_max=-0.3544
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7109 reward_global_std=0.1575
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6794 reward_min=-1.0072 reward_max=-0.3155
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6793 reward_min=-1.0077 reward_max=-0.3154
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6793 reward_min=-1.0087 reward_max=-0.3159
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7862 reward_min=-1.3811 reward_max=-0.3749
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7177 reward_global_std=0.1687
[HetNet] iter=400/1500 steps=102400/384000 | pi_s=0.0000 pi_i=-0.0000 v=145.6638 ent_s=1.608 ent_i=1.600 ret=-57.077 ev_s_post=0.058 ev_i_post=0.056 r_s=1.000 r_i=1.000 
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6650 reward_min=-0.9904 reward_max=-0.3439
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6649 reward_min=-0.9900 reward_max=-0.3429
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6648 reward_min=-0.9894 reward_max=-0.3421
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7870 reward_min=-1.3763 reward_max=-0.3621
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7088 reward_global_std=0.1613
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6710 reward_min=-1.0720 reward_max=-0.2997
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6711 reward_min=-1.0718 reward_max=-0.2999
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6710 reward_min=-1.0715 reward_max=-0.3006
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7919 reward_min=-1.4629 reward_max=-0.3754
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7161 reward_global_std=0.1591
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6746 reward_min=-1.0024 reward_max=-0.4062
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6746 reward_min=-1.0016 reward_max=-0.4066
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6745 reward_min=-1.0008 reward_max=-0.4071
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7885 reward_min=-1.3989 reward_max=-0.3556
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7157 reward_global_std=0.1607
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6727 reward_min=-1.0877 reward_max=-0.3258
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6728 reward_min=-1.0864 reward_max=-0.3273
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6726 reward_min=-1.0842 reward_max=-0.3285
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7894 reward_min=-1.3401 reward_max=-0.3290
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7152 reward_global_std=0.1587
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6779 reward_min=-1.0149 reward_max=-0.4175
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6779 reward_min=-1.0157 reward_max=-0.4163
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6779 reward_min=-1.0171 reward_max=-0.4147
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7935 reward_min=-1.3697 reward_max=-0.3644
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7219 reward_global_std=0.1699
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6820 reward_min=-1.1561 reward_max=-0.3684
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6820 reward_min=-1.1550 reward_max=-0.3686
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6820 reward_min=-1.1528 reward_max=-0.3695
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8232 reward_min=-1.3900 reward_max=-0.3731
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7390 reward_global_std=0.1798
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6905 reward_min=-1.0264 reward_max=-0.4455
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6905 reward_min=-1.0274 reward_max=-0.4440
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6904 reward_min=-1.0282 reward_max=-0.4426
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7852 reward_min=-1.3446 reward_max=-0.3085
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7229 reward_global_std=0.1678
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6757 reward_min=-1.1426 reward_max=-0.3607
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6757 reward_min=-1.1421 reward_max=-0.3607
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6755 reward_min=-1.1416 reward_max=-0.3604
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7918 reward_min=-1.4597 reward_max=-0.3506
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7165 reward_global_std=0.1773
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6891 reward_min=-1.0086 reward_max=-0.4070
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6890 reward_min=-1.0089 reward_max=-0.4077
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6891 reward_min=-1.0098 reward_max=-0.4083
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8231 reward_min=-1.3771 reward_max=-0.4072
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7409 reward_global_std=0.1743
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6781 reward_min=-1.0302 reward_max=-0.3643
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6780 reward_min=-1.0289 reward_max=-0.3641
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6779 reward_min=-1.0276 reward_max=-0.3640
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7831 reward_min=-1.3702 reward_max=-0.3708
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7129 reward_global_std=0.1662
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6711 reward_min=-0.9597 reward_max=-0.3712
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6713 reward_min=-0.9611 reward_max=-0.3718
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6710 reward_min=-0.9620 reward_max=-0.3713
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7989 reward_min=-1.4119 reward_max=-0.3875
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7163 reward_global_std=0.1702
